,source_product_id,rel_product_id
268,2964060,6715745
269,2964060,12082932
270,2965125,9704028
271,3003499,11262781
272,3061124,10672495
273,3061124,11188822
274,3075520,3152211
275,3228031,585668
276,3228031,10129351
277,3252970,3509524
278,3258554,4333505
279,3258554,5473885
280,3263722,5622744
281,3263722,9011955
282,3264464,2542095
283,3273280,371679
284,3273878,4106766
285,3279572,2449335
286,3279572,9729422
287,3279572,12816697
288,3317032,2064685
289,3345774,8965345
290,3373396,4170927
291,3384983,11137000
292,3394501,3592924
293,3394501,4010862
294,3394501,7367077
295,3394501,7418333
296,3394501,11062252
297,3405898,4485839
298,3405898,6214713
299,3412373,4270817
300,3452295,701620
301,3485815,281405
302,3487575,5393184
303,3527672,5384137
304,3527672,7009820
305,3527672,7709677
306,3527672,9254116
307,3537337,3551828
308,3537337,5060091
309,3537337,5715285
310,3537337,10891231
311,3537400,5251269
312,3548825,3536551
313,3548825,3536565
314,3548825,5131123
315,3548825,6323942
316,3570204,8310884
317,3596040,5414970
318,3596040,6623112
319,3757909,8984268
320,3768212,1882119
321,3772634,3872783
322,3772634,6845697
323,3772634,6963498
324,3780469,3093006
325,3860138,177110
326,3873930,5066494
327,3873930,6652140
328,3873930,9729133
329,3873930,11999296
330,3873930,12937533
331,3891440,3146094
332,3895803,10404345
333,3895803,11648532
334,4000252,3587171
335,4000252,5575701
336,4000252,10405328
337,4027963,7536044
338,4038528,3258554
339,4082606,12629820
340,4085096,12850211
341,4093846,8763068
342,4102685,11885296
343,4106766,2753235
344,4114942,6930982
345,4123781,12894174
346,4155473,130629
347,4155473,1477474
348,4180994,735773
349,4180994,6990540
350,4180994,9686465
351,4182003,5241190
352,4182140,8323749
353,4182580,6888770
354,4204723,1484938
355,4235162,6194749
356,4235162,9490977
357,4264226,4048284
358,4270817,3718170
359,4270817,7496170
360,4326482,834516
361,4339144,2311124
362,4339144,4648457
363,4339144,5881930
364,4339144,7065373
365,4343857,4343785
366,4349085,4349142
367,4349085,5366861
368,4352230,6622157
369,4354884,2237024
370,4363266,2125976
371,4416198,7607604
372,4440923,4885621
373,4440923,7143107
374,4488221,4451044
375,4516395,6649084
376,4516395,10754128
377,4545588,7762560
378,4567133,94229
379,4567133,2246971
380,4650622,3371909
381,4683221,4207209
382,4687966,1153248
383,4687966,3246560
384,4687966,11640299
385,4705991,4846450
386,4708697,10056528
387,4744930,7586468
388,4826010,9766843
389,4835304,498137
390,4835304,9702333
391,4835304,12541746
392,4847917,4032934
393,4886943,10330982
394,4886943,12504763
395,4937793,9113383
396,5004768,3155607
397,5004768,4994337
398,5020754,2194811
399,5020754,7569805
400,5020754,9934926
401,5064305,8453742
402,5064305,11498583
403,5095055,5095117
404,5095055,9404099
405,5125953,2798075
406,5188998,6323942
407,5188998,7927145
408,5188998,9179705
409,5214546,1572005
410,5214546,4024126
411,5220855,3841755
412,5232156,6147555
413,5262698,9676005
414,5262698,10294434
415,5262698,10317593
416,5267142,6645040
417,5267142,8135501
418,5267142,8183494
419,5353681,9036709
420,5400665,5514746
421,5448164,11720799
422,5448164,11850049
423,5455781,11562467
424,5460742,5103305
425,5473477,5219851
426,5502573,7370569
427,5517629,5517575
428,5517629,9891650
429,5539708,5460742
430,5565863,5653857
431,5565863,6241226
432,5565863,12536221
433,5625936,1635730
434,5647126,673178
435,5647126,2118294
436,5647126,3193325
437,5650639,7924512
438,5650639,9520654
439,5677914,8029063
440,5677914,8793478
441,5677914,10608770
442,5706142,1637089
443,5730628,7973767
444,5740847,580098
445,5740847,5203891
446,5740847,9804813
447,5741395,1795698
448,5750149,6652140
449,5750149,10055188
450,5771099,515783
451,5836602,3115129
452,5869978,10308411
453,5888045,6276217
454,5895951,11115536
455,5920382,10659489
456,5927887,6097996
457,5927887,7475728
458,5927887,8873912
459,5927887,11162459
460,5927887,11410646
461,5931403,10929178
462,5976447,6503155
463,5984239,7738660
464,5987772,4051994
465,6053209,11400727
466,6065696,503521
467,6088835,9936235
468,6095563,6095670
469,6096320,11550413
470,6096320,12805062
471,6096619,8479160
472,6117540,6499250
473,6117540,7144410
474,6133575,10571058
475,6176399,9518202
476,6187226,3645981
477,6187226,6462943
478,6195010,6269160
479,6198980,12688604
480,6198980,12865075
481,6242895,6278198
482,6256306,7092918
483,6267558,12061777
484,6269853,772619
485,6269853,4630003
486,6293832,1716544
487,6307041,10498574
488,6310582,11473079
489,6352663,10558667
490,6418756,2757329
491,6443801,7532412
492,6443801,12342101
493,6443801,12581041
494,6478118,5382217
495,6580799,3705501
496,6580799,10581051
497,6586232,10395454
498,6586232,11674784
499,6586232,12638205
500,6602967,6164726
501,6609138,3260588
502,6609138,9281416
503,6675201,9679123
504,6729422,207465
505,6730013,6730107
506,6730013,9445197
507,6730013,10555680
508,6745909,8790187
509,6746327,12465096
510,6826657,4223065
511,6849500,7419667
512,6849500,8281684
513,6864442,6529536
514,6864442,7243479
515,6864442,7508773
516,6864442,7520941
517,6885847,3807586
518,6885847,9724059
519,6946265,1158845
520,6956290,6607921
521,6956290,7098323
522,6956290,7181954
523,6973937,2241623
524,6973937,4374566
525,6973937,9725328
526,6983636,11511567
527,6991372,7330592
528,7015797,4568527
529,7023146,3649746
530,7023146,9741578
531,7085535,7085567
532,7087337,7066664
533,7125710,328330
534,7133321,995100
535,7139379,5792985
536,7143107,5347251
537,7199110,1561571
538,7199110,9811462
539,7209473,11294846
540,7215153,11724874
541,7228557,1039931
542,7228557,5735591
543,7228557,11518935
544,7280156,3175951
545,7317806,12805062
546,7343072,6888809
547,7343072,8424109
548,7388555,7785466
549,7418644,12298449
550,7420672,10271996
551,7427216,11625433
552,7429964,12090425
553,7437259,9041790
554,7461831,3536525
555,7461831,3537380
556,7461831,3549737
557,7461831,3551828
558,7461831,3555340
559,7461831,5059394
560,7461831,5064806
561,7461831,8504210
562,7461831,10134037
563,7461831,10625028
564,7473873,8522379
565,7473873,10405874
566,7505340,8429896
567,7508773,7968541
568,7527661,9253550
569,7527661,10377269
570,7527661,10719782
571,7533757,11039829
572,7534715,5430602
573,7536022,10743194
574,7544818,2480388
575,7551822,5177467
576,7591201,12832607
577,7595043,812750
578,7595043,2275521
579,7617942,6470740
580,7617942,10152362
581,7617942,10774851
582,7642208,4261461
583,7642371,3643843
584,7642371,12419824
585,7644729,3514175
586,7644729,7644288
587,7644729,10134500
588,7644729,11732363
589,7651931,2785825
590,7651931,7557065
591,7651931,9629652
592,7651931,10161657
593,7652374,6095670
594,7652374,6845577
595,7652374,9269398
596,7655356,2673589
597,7655356,4287962
598,7700897,9734849
599,7714816,10940362
600,7714816,13193433
601,7743791,392946
602,7743791,5215215
603,7746747,6074801
604,7746747,8589763
605,7746747,10182857
606,7807654,7776141
607,7807654,8492638
608,7807654,9849458
609,7811514,5343797
610,7811514,11367968
611,7823273,5264170
612,7823273,7824915
613,7823273,8922153
614,7823273,10681997
615,7847102,438041
616,7867274,2163482
617,7870667,11503377
618,7879493,555527
619,7902235,10580983
620,7913969,4224520
621,7918337,12028217
622,7927145,7346299
623,7927145,7819487
624,7944715,10235304
625,7944802,6041586
626,7965869,9473464
627,7993519,7483008
628,7993519,7701042
629,8024139,9087506
630,8031396,4184167
631,8055702,10513528
632,8092298,8058364
633,8096608,8097566
634,8096608,12926226
635,8121641,9056463
636,8121641,9613545
637,8128471,5312243
638,8128471,7060762
639,8135772,6597154
640,8165896,2727792
641,8182784,86146
642,8182784,8264851
643,8182784,10579283
644,8182784,10738143
645,8182784,12749964
646,8211849,890683
647,8211849,11223292
648,8256493,5766875
649,8256493,6461763
650,8261983,6720712
651,8301052,3326648
652,8382704,8281130
653,8382704,9538254
654,8382704,11587615
655,8395868,8068949
656,8395868,8492713
657,8395868,12773013
658,8414923,3516245
659,8414923,3537328
660,8414923,3555400
661,8414923,5112269
662,8414923,8824478
663,8414923,9882256
664,8414923,9952960
665,8437174,6226191
666,8449234,9726817
667,8449234,11274999
668,8462764,12454506
669,8466172,11588412
670,8467181,9169228
671,8471963,8628671
672,8472491,8494338
673,8502997,12442667
674,8504610,10600373
675,8504610,10605566
676,8508971,11653212
677,8521408,9375241
678,8521408,10335985
679,8521818,8445266
680,8530161,2832114
681,8530161,6749504
682,8560568,7242802
683,8573346,10055188
684,8579329,7847353
685,8579329,10251419
686,8579329,13010934
687,8586344,11401879
688,8600578,11976620
689,8600578,12044975
690,8600578,12847664
691,8609194,3644611
692,8649143,12327621
693,8649143,12895496
694,8651756,1785204
695,8651756,8661239
696,8651756,11511621
697,8665117,2916513
698,8681627,10045306
699,8684672,8112567
700,8686246,8897333
701,8720554,10091694
702,8727988,9638654
703,8730512,10227894
704,8730512,11402609
705,8746232,4110099
706,8746232,8131518
707,8751719,8745888
708,8770891,9818861
709,8770891,9836893
710,8773697,8917456
711,8773697,10354355
712,8777873,8777824
713,8781252,2319386
714,8785773,2239447
715,8796893,9805998
716,8827811,6062984
717,8827811,12391074
718,8837885,9794722
719,8887146,1875592
720,8887146,7448784
721,8887146,8823820
722,8895254,606056
723,8901914,9681418
724,8902081,487232
725,8903161,4822229
726,8903161,8456286
727,8903161,8966008
728,8903161,11425018
729,8909389,3221981
730,8910239,9107278
731,8924042,4463978
732,8924042,5208223
733,8939432,879473
734,8981698,11958899
735,8989930,8136474
736,8996213,11706506
737,8996213,12854798
738,9002193,7732583
739,9015510,12640416
740,9048087,9048091
741,9053401,5086666
742,9053401,5866372
743,9053401,8051528
744,9067992,12489092
745,9068078,4950696
746,9068078,5635820
747,9071599,280214
748,9071599,5709642
749,9077651,680511
750,9089271,9916191
751,9089271,9990720
752,9089271,11272791
753,9096298,6057104
754,9096298,11341385
755,9111827,9096601
756,9113387,11389910
757,9188766,5086666
758,9188766,8971155
759,9188766,9350111
760,9188766,10898295
761,9188766,11737912
762,9198397,9198625
763,9203909,6430644
764,9203909,9950210
765,9220180,8023200
766,9220180,9563756
767,9221710,9784962
768,9266650,7591713
769,9270955,8723912
770,9270955,8816582
771,9294534,417672
772,9294534,7425052
773,9294534,9935248
774,9294534,10427853
775,9299372,9264350
776,9299493,2147485
777,9309650,4464450
778,9309650,6865484
779,9330142,8770891
780,9330978,2727792
781,9330978,8771736
782,9361661,4779737
783,9369156,9929345
784,9376167,8281612
785,9393451,11389868
786,9432981,11596320
787,9501100,9576301
788,9520082,10596915
789,9529051,121815
790,9529051,10851367
791,9537067,12414118
792,9539269,10742971
793,9539269,11758155
794,9539827,3537358
795,9539827,5124032
796,9539827,8488238
797,9539827,9179705
798,9539827,9395415
799,9539827,9810421
800,9539827,10554745
801,9573375,3210675
802,9573375,7821306
803,9573375,11980033
804,9587724,4184133
805,9587724,4385021
806,9587724,9842530
807,9593083,515940
808,9593083,4212817
809,9620855,4660098
810,9620855,9777121
811,9623810,11708864
812,9624234,109365
813,9629399,12089312
814,9633485,10220686
815,9633485,10502173
816,9634113,7291185
817,9634113,10537475
818,9634113,10742971
819,9634113,11030903
820,9646644,3812620
821,9646644,6833578
822,9647139,3524803
823,9649630,12093573
824,9649828,5064806
825,9649828,5113005
826,9649828,6323942
827,9649828,7346299
828,9656496,4510377
829,9664383,9855085
830,9666954,8518508
831,9666954,9582548
832,9666954,9651279
833,9666954,11272826
834,9676030,10099617
835,9683688,9118188
836,9696539,1551729
837,9696539,2491761
838,9696539,4064851
839,9716243,11113479
840,9720472,6617582
841,9720472,11175003
842,9722034,11777734
843,9723193,7113154
844,9727974,6178905
845,9729612,11452655
846,9729612,12446077
847,9729612,12694192
848,9764897,2378670
849,9764897,10853659
850,9784994,4896907
851,9784994,9225413
852,9784994,13129302
853,9797521,8825523
854,9804212,2391419
855,9804212,2441366
856,9804212,9699180
857,9805951,8739534
858,9805951,9455728
859,9810421,3537340
860,9810421,3554495
861,9810421,5059938
862,9810421,5060883
863,9810421,5715285
864,9810421,7250279
865,9810421,7586087
866,9810421,7622551
867,9810421,12406288
868,9826552,7799532
869,9864367,3536525
870,9864367,3536565
871,9864367,3554300
872,9864367,3555340
873,9864367,3572760
874,9864367,3577683
875,9864367,5487417
876,9864367,6300413
877,9864367,8936377
878,9864367,9381888
879,9866608,3929519
880,9868753,4896559
881,9872272,12472579
882,9872275,5124032
883,9872275,7346299
884,9888234,5068705
885,9888234,10063475
886,9888234,11391352
887,9909487,1011311
888,9909487,11320261
889,9922586,3426687
890,9936864,6078752
891,9946718,486813
892,9981977,1131586
893,9981977,2316215
894,9981977,6901223
895,10002298,10937960
896,10002298,11490357
897,10045916,10463111
898,10057802,10855915
899,10061299,7727519
900,10061299,8211140
901,10063475,8888742
902,10063475,11189194
903,10063475,12617537
904,10063475,12981414
905,10084855,10084637
906,10086026,8885018
907,10086026,12047214
908,10087037,3539005
909,10087037,7815430
910,10106193,9186117
911,10109355,10109472
912,10110778,10654588
913,10112201,6504691
914,10112201,10674508
915,10120462,12679841
916,10166057,8758910
917,10174513,4170927
918,10174601,11283780
919,10192255,1074101
920,10192255,6617442
921,10192710,11407503
922,10196805,12365896
923,10236397,9353200
924,10236397,9514462
925,10244910,3400070
926,10244984,10055744
927,10252865,2158193
928,10281541,6814720
929,10281541,12231128
930,10289168,11070172
931,10292860,2332795
932,10313089,11737326
933,10325693,8509535
934,10325693,11219304
935,10340665,3536518
936,10340665,3536591
937,10340665,3536596
938,10340665,5062688
939,10340665,6288066
940,10340665,6300413
941,10340665,9277016
942,10340665,9539827
943,10340665,9789736
944,10340665,10340419
945,10346598,5856710
946,10346598,8749858
947,10351228,10611637
948,10356432,9835873
949,10366443,9908982
950,10376767,10919097
951,10376767,12888297
952,10379088,11973006
953,10379088,12054416
954,10379914,5041445
955,10379914,10523389
956,10379914,11834599
957,10379914,12070876
958,10382466,10382491
959,10385660,8641403
960,10403039,9510040
961,10413353,5298365
962,10421697,5762636
963,10421697,8149175
964,10421697,10952084
965,10421697,11452131
966,10434046,3345912
967,10434792,10310384
968,10434792,11645168
969,10435467,1148199
970,10436618,9591908
971,10441383,2125757
972,10442837,12528051
973,10442837,12656284
974,10448169,10524198
975,10455594,10455473
976,10458771,5427855
977,10458771,9628997
978,10458771,10667136
979,10458771,11977174
980,10458771,12014631
981,10466862,6095670
982,10466862,9258026
983,10466862,11648532
984,10466862,12295402
985,10468006,2711634
986,10479316,7924831
987,10485273,580801
988,10485273,10393914
989,10486043,9614574
990,10487018,2711634
991,10554184,10626579
992,10567166,10835530
993,10571544,169256
994,10571544,3735666
995,10573416,4440491
996,10575591,2644988
997,10575591,12016321
998,10582546,5887815
999,10582546,6450987
1000,10589172,11544627
1001,10609190,2402109
1002,10609190,9038784
1003,10609190,12505843
1004,10620938,9637443
1005,10631965,10940362
1006,10631965,11341777
1007,10631965,12157897
1008,10631965,12219796
1009,10631965,12956175
1010,10631965,13066832
1011,10642841,12893067
1012,10658582,3537358
1013,10658582,7205752
1014,10658582,7644174
1015,10668534,9715921
1016,10681976,11219281
1017,10685801,9990720
1018,10709613,10709579
1019,10713171,9795393
1020,10714507,3171520
1021,10714507,9679691
1022,10714507,10861721
1023,10742513,7610578
1024,10742513,7689926
1025,10743720,7850670
1026,10743720,10481672
1027,10774431,878908
1028,10774431,12789590
1029,10780003,10780121
1030,10815620,8395007
1031,10861131,9168904
1032,10867257,8489076
1033,10867257,11281928
1034,10867257,11788028
1035,10874724,2445972
1036,10874724,10729864
1037,10877970,502425
1038,10883454,10656216
1039,10902672,6455984
1040,10902672,11281918
1041,10911699,10911696
1042,10911699,12686696
1043,10911699,12735394
1044,10917361,3284200
1045,10917361,11726962
1046,10960491,573433
1047,10960491,3878105
1048,10960491,4913473
1049,10968131,8942249
1050,10968131,12328417
1051,10982770,12374319
1052,10985401,12213451
1053,11035036,11993159
1054,11063149,9367820
1055,11077223,1427975
1056,11103849,10632990
1057,11103849,11161967
1058,11103849,11274529
1059,11103849,11419580
1060,11108462,5066494
1061,11108462,6787438
1062,11108462,13226485
1063,11112962,8936182
1064,11115408,5806782
1065,11115408,6729777
1066,11115408,7616069
1067,11115408,9784776
1068,11115408,10389892
1069,11115408,11216095
1070,11115408,12990822
1071,11127481,10426668
1072,11145265,4498925
1073,11145265,7554094
1074,11145265,10842841
1075,11145265,12953770
1076,11153314,11151318
1077,11163317,7043537
1078,11167019,11167954
1079,11167338,12941925
1080,11176895,4427254
1081,11176895,8787727
1082,11176895,9626165
1083,11176895,9689450
1084,11207484,9805788
1085,11219269,9645564
1086,11219269,9994051
1087,11227712,6970993
1088,11228214,11189194
1089,11270855,11272001
1090,11270855,12235503
1091,11296455,3499161
1092,11296455,4187159
1093,11297837,10608489
1094,11308910,12004587
1095,11337616,9817888
1096,11337616,10288957
1097,11341444,12638503
1098,11376935,5442546
1099,11388626,10499900
1100,11388626,12324819
1101,11389339,8899472
1102,11389339,12484747
1103,11402685,8363697
1104,11430701,9557477
1105,11430701,11958507
1106,11430701,12195768
1107,11440446,5660425
1108,11470747,3634144
1109,11472981,76805
1110,11472981,193972
1111,11472981,773204
1112,11486113,8738608
1113,11487308,9531055
1114,11487308,9832037
1115,11487308,12210762
1116,11492213,10890350
1117,11492213,10890574
1118,11492213,11411491
1119,11492213,11819926
1120,11492669,386640
1121,11539406,8087501
1122,11539406,8365210
1123,11539406,12197031
1124,11539406,12198104
1125,11539406,12212059
1126,11539406,12937533
1127,11573344,5411088
1128,11573344,8266397
1129,11602537,1448524
1130,11634376,9449117
1131,11643679,1000400
1132,11648186,7869149
1133,11648186,9156445
1134,11649529,11512382
1135,11672013,10499152
1136,11709690,2210011
1137,11709690,5343797
1138,11709690,7632204
1139,11718319,7832807
1140,11730849,11080553
1141,11734803,363707
1142,11734803,4184133
1143,11734935,2557872
1144,11764433,4013681
1145,11764433,10639686
1146,11770941,11836702
1147,11797545,12205729
1148,11859478,8853017
1149,11859478,10867148
1150,11860998,9046188
1151,11897324,10432040
1152,12022770,12052675
1153,12052299,10142194
1154,12056918,12057268
1155,12058608,3731069
1156,12089591,7561287
1157,12089591,9938108
1158,12143680,141253
1159,12143680,8608977
1160,12143680,9068038
1161,12164786,780644
1162,12180783,9484103
1163,12225142,5409793
1164,12225761,12513054
1165,12235399,7861026
1166,12283094,1801700
1167,12284854,9911751
1168,12296668,11734556
1169,12306724,11581024
1170,12306724,12521572
1171,12306724,12647923
1172,12326895,3452295
1173,12370319,9032169
1174,12370319,9569082
1175,12380153,6457488
1176,12445297,888728
1177,12445297,7588804
1178,12446595,4656228
1179,12487262,2718350
1180,12487262,12419800
1181,12498639,1041597
1182,12498639,7819546
1183,12500133,3737956
1184,12532656,7021864
1185,12532656,8667475
1186,12532656,12407951
1187,12534619,9424098
1188,12534619,12296884
1189,12534619,12487362
1190,12557210,7159749
1191,12557210,9321849
1192,12627035,1618997
1193,12627035,7204353
1194,5289,8560225
1195,26701,52239
1196,64213,7466774
1197,78081,773204
1198,82345,81128
1199,87488,82099
1200,101084,444496
1201,105492,9777107
1202,111977,10450232
1203,117854,82345
1204,117854,6604015
1205,117867,81758
1206,117867,715346
1207,117905,2705789
1208,125987,7417603
1209,144789,122032
1210,144789,657807
1211,144789,9550674
1212,158516,4250944
1213,187725,657807
1214,187725,7472848
1215,207693,3924277
1216,207693,4639962
1217,207693,6561217
1218,207693,8844871
1219,221716,3306409
1220,221716,5166690
1221,221716,7662570
1222,221716,10999108
1223,224159,11724693
1224,263388,3820818
1225,274935,12063758
1226,299172,298609
1227,299497,428454
1228,305811,3435434
1229,305811,11124432
1230,318766,2779543
1231,318766,13072011
1232,320228,5540273
1233,323519,2952419
1234,334514,1522528
1235,343803,3197262
1236,364691,2909989
1237,389057,2928678
1238,410659,437247
1239,420144,2959019
1240,460009,2149708
1241,460919,9303972
1242,485047,9954884
1243,487660,1794012
1244,490953,1631925
1245,495439,4776968
1246,495439,10472526
1247,495439,11213723
1248,495837,157611
1249,503521,10837052
1250,515367,516555
1251,515367,11062252
1252,515940,9330978
1253,515940,9791277
1254,519440,3085721
1255,519440,4250944
1256,519440,4563118
1257,519440,9139936
1258,519440,10314112
1259,527254,1557304
1260,533749,5901990
1261,578365,437021
1262,590308,11683487
1263,603776,1929998
1264,655704,2262857
1265,657011,3120146
1266,657011,3736975
1267,657011,11738012
1268,680511,3884362
1269,680511,4562820
1270,699571,4114351
1271,699571,9336409
1272,721018,6594911
1273,727656,726993
1274,730236,8160717
1275,749717,9064812
1276,757622,758121
1277,758262,757630
1278,769790,3036583
1279,776419,3990508
1280,776419,10062088
1281,791091,2579433
1282,791091,8301731
1283,794458,3676164
1284,804719,1820100
1285,804820,11891231
1286,813033,3868108
1287,813033,4683844
1288,837624,837623
1289,853219,2799409
1290,853219,3693568
1291,853536,852927
1292,853536,8400639
1293,857826,8728551
1294,861836,902793
1295,905759,5613801
1296,923837,4278708
1297,946564,10292907
1298,968332,2855195
1299,979628,1021491
1300,979628,3731024
1301,979628,3984042
1302,980923,1612100
1303,1024200,801329
1304,1029657,8840329
1305,1031148,525135
1306,1037141,5972549
1307,1039626,12096263
1308,1063449,6901007
1309,1063449,9107972
1310,1080509,7872408
1311,1084080,2114669
1312,1084080,2440653
1313,1084080,4218498
1314,1114893,345160
1315,1143250,1936812
1316,1148199,8285373
1317,1148199,8698172
1318,1150480,9581871
1319,1150480,10498574
1320,1161598,279889
1321,1408909,3891440
1322,1435772,11357989
1323,1490759,1564200
1324,1490759,6468774
1325,1491237,81688
1326,1497226,2598143
1327,1499678,3111563
1328,1499678,4803540
1329,1499678,8528260
1330,1525848,2926552
1331,1526815,3056568
1332,1526815,8376376
1333,1526815,12156889
1334,1526815,12323666
1335,1536316,5775262
1336,1536316,9385021
1337,1537223,3409598
1338,1567896,222950
1339,1567896,7308244
1340,1581204,11441894
1341,1677996,4237812
1342,1772699,191414
1343,1772699,3075877
1344,1839656,10012210
1345,1859178,3427462
1346,1872850,3899833
1347,1872850,5320433
1348,1872850,6562810
1349,1874093,6603580
1350,1874093,7712848
1351,1874093,10007085
1352,1907171,682230
1353,1914507,2108870
1354,1914507,6197725
1355,1917882,158463
1356,1917882,4348343
1357,1917882,12105673
1358,1921759,2436434
1359,1921759,6973937
1360,1942054,6595086
1361,1951167,3412373
1362,1952085,3386496
1363,1968301,2404338
1364,2032122,3101875
1365,2041529,6982180
1366,2041529,9510040
1367,2045320,4092574
1368,2045320,4685994
1369,2045320,6591491
1370,2071467,4345385
1371,2075122,117141
1372,2118294,4517319
1373,2118294,5380418
1374,2118294,12013467
1375,2118294,12565146
1376,2118294,12565500
1377,2124878,9169957
1378,2132057,1753578
1379,2132057,2291193
1380,2132057,8330866
1381,2156318,1850003
1382,2210011,2376669
1383,2210011,9710501
1384,2210011,10532471
1385,2248896,1550126
1386,2248896,2066769
1387,2248896,3292196
1388,2254857,2329757
1389,2254857,5860845
1390,2269009,969469
1391,2269009,1431111
1392,2279459,1911004
